clean_text,Sentiment
wellread,1
slow shuttle nice productread,1
powerful shuttleread,1
goodread,1
timely delivery satisfactory paying conditionsread,1
received sealed packthanks flippcart sellerread,1
got product day heavenly awesomeread,1
nice productread,1
satisfiedread,1
rightly priced good qualityworth buydaily usage durable tooread,1
superb durableread,1
nice productread,1
absolutely fantasticread,1
fantastic product plastic light weightread,1
goodread,1
goodread,1
much exepensiveread,1
good one best choice super qualityread,1
nice product tq flipkartread,1
best shuttlesread,1
wonder fullread,1
good expectedread,1
gud oneread,1
one time booked item rallinet cheat send dummy product box yonexread,1
good purchaseread,1
good qualityread,1
niceread,1
excellent producti love delivery flipkartread,1
poorread,1
superread,1
ok ok yellow colour best compared thisread,1
good productread,1
niceread,1
good product worth buyingread,0
good productread,1
good product good priceread,1
best buy original productread,1
good expectedread,1
super long liferead,1
good lastingread,0
goodread,1
awesome experienceread,1
badread,0
good qualityread,1
goodread,1
mind blowing super fantasticread,1
goodread,1
good productgood coveringread,1
good productread,1
best qualityread,1
best qualityread,1
thanks flipkart fast delivery one day thanks ekart corrier alsoread,1
goodread,1
nice qualityawesome yonex yonex baap baap read,1
goodread,1
excellentread,1
good productread,1
slowread,0
good product packing little damaged internal product found saferead,1
badread,0
gud need liitle bit imporovementread,1
nice productread,1
goodread,1
good quality stuffread,1
good shuttle intermediate user read,1
gudread,1
niceand yonex better first confused muchat last frnds ordered product nice doubtread,1
brand wordsread,1
must buyread,1
good bit expensiveread,1
value moneyread,1
excellent buying product ordered another packread,1
good qualityread,1
genuine productread,1
second time deliverd orginal product thanks flipkartread,0
good qualityread,1
goodread,1
one day late delivery okread,1
niceread,1
got original product checked sunrisecomgo itread,1
good quality productread,1
goodread,1
dont buy item product missingread,0
right product send sellerread,1
excellentread,1
goodread,1
goodread,1
superb shuttlesread,1
niceread,1
niceread,1
good enough playread,1
okread,1
nice productsread,1
nyc oneread,1
goodread,1
yonex r using since yr good quality better price open market shopsbetter select slow playing outdoor shuttleread,1
niceread,1
super cheap rateread,1
know durabilityno need mention go itread,1
happy got reasonable price hope get product priceread,1
niceread,1
good timely delivered thanks flipkartread,1
awesomeread,1
superread,1
goodread,1
goidread,1
genuine product thank flipkartread,1
niceread,1
nycread,1
best quality high priceread,1
goodread,1
goodread,1
superread,1
best shuttle toread,1
good productread,1
maximum daysread,1
niceread,1
nice product using yearsread,1
best qualityread,1
great product durable light weightread,1
quality shuttle speedy delivery flipkartread,1
delivery done super fast price keep increasing regularly worrisomeread,1
nice product feather top mostly damagedread,1
good beginner time pas player fly slow want play fast game pick faster one quality really good come hour play bought bit high slow versionread,1
niceread,1
niceread,1
vniceread,1
niceread,1
superread,1
really fantastic read,1
every purchase rate increased product quqlity goodread,0
product quality goodread,1
goodread,1
waste shuttle old wet shuttle dont sell type old useless product sorry say next time sell good productsread,0
good product costlyread,1
shuttlecock faster indoor courtread,1
premium shuttle longlastingread,1
goodread,1
quality goodread,1
good qualityread,1
goodread,1
product goodread,0
superread,1
goodread,1
best shuttle market one near yonexread,1
rate costly compare regular priceit helpful u reduce priceread,1
awesome productread,1
good productread,1
fabulous work flipkartgreat product great packinglot appreciation flipkartread,1
superread,1
niceread,1
thank flipkart saler super quality low priceread,1
wonderfulread,1
superread,1
excellent purchaseread,1
niceread,1
good quality shuttle best indoor nylon shuttlesread,1
niceread,1
goodread,1
greatread,1
good one outdoor play also indoor play good shuttle play confused differenceread,1
good qualityread,1
goodread,1
best shuttle used liferead,1
superread,1
goodread,1
good qualityread,1
ty flipkart got genuine productread,1
badread,1
originaldummy item dont purchaseread,0
bestfor begginer middle class playerpacking goodi shocked aboutdelieveryflipkart deleiver within hoursamazing quick service flipkartfor delievery read,1
goodread,1
niceread,1
superread,1
goodread,1
delivery time quality match yonex trustworthy originalread,1
best price excellent qualityread,1
nice one buy thinking even twiceread,1
indoorread,0
long lasting good trajectory well balanced shuttle must buy productread,1
niceread,1
super qualityread,1
value money starsread,1
good productread,1
niceread,1
goodread,0
good product reasonable pricedread,1
superbread,1
nice productread,1
good productread,1
best qualityread,1
great outdoor playingread,1
goodread,1
perfectread,1
perfect allread,1
best budgetread,1
nice product happy product read,1
good qualityread,1
goodread,1
superread,1
bad paking badread,0
good shuttle time upper lower part get differread,1
quality issueread,0
best money weight like holding pen delivery fastread,1
goodread,1
awesomeread,1
good productread,1
goodread,1
value moneyread,1
old stokeread,0
goodread,1
okread,1
goodread,1
superread,1
awesome productas expectedgreat shuttle speed durabilitymust buyread,1
best level playersread,1
goodread,1
good productread,1
great like itread,1
nic productread,1
good oneread,1
xcellent productread,1
beginner intermediate player use effectively good play conditionsread,1
best product h maja aa gyaread,1
good qualityread,1
best marketread,1
happyread,1
nice oneread,1
worst item old stockread,0
goodread,1
nice productread,1
niceread,1
cork waste dont buy thisi bought time cork worstbroked matchesread,1
nice oneread,1
excellentread,1
avgread,1
nice shuttleread,1
bestread,1
good quality shuttleread,1
poor qualityread,0
satisfied qualityread,1
nice productread,1
difficult find genuine shuttle day ordering shuttle seller past year almost shuttle received till date good speed badminton lover may feel annoying shuttle box different speedshappy smashingread,1
super read,1
goodread,1
niceread,1
good beginner although play feather good fast enoughread,1
old stock shuttle got damaged easilyread,0
super qualityread,1
bestread,1
awesome guinine productread,1
goodread,1
word sayalways bestread,1
quality mediumread,0
niceread,1
excellantread,1
useful practiceread,1
fabulous product read,1
much long lastinga must buy productfull paisa vasool productread,1
awesome usualread,1
best yonexread,1
good product genuineread,1
quality goodread,0
niceread,1
something wrong shuttle shape change one two set play dont buy itread,0
best classread,1
original productread,1
good productread,1
superread,1
delivered time nice productread,1
goodusing one weekread,1
genuine product verified using scratch code show original quality also expectedread,1
delivery quickagent behaviour good wellread,1
superbread,1
cheaper market originalread,1
nice productread,1
vvvvvv goodread,1
goodread,1
good productread,1
excellent purchaseread,1
goodread,1
nice qualityread,1
nice durable must go itread,1
good qualitysuperv liferead,1
good product worth itread,1
perfectread,1
varry goodread,1
goodread,1
goodread,1
awesomeread,1
fineread,1
good productread,1
goodread,1
good productread,1
good durable productread,1
good productread,1
goodread,1
best outdoor playing good read,1
goodread,1
osm productread,1
nice product well experience flipkart thank flipkartread,1
goodread,1
good delivery serviceread,1
nice product loved itread,1
good timeread,1
nice according price moneyread,1
goodread,1
good durableread,1
excellent productread,1
niceread,1
delivered time happy delivery serviceread,1
good product time stability increased becomes perfect productread,1
authenticread,1
value moneyread,1
goodread,1
good productread,1
fineread,1
awesomeread,1
niceread,1
great product durable quality also good compared local marketsread,1
quality uptoread,1
badread,0
awesomeread,1
goodread,1
best productread,1
last got although late due lock delivery man mr jp good soft behave person thanks jpread,1
better shuttle another shuttlesread,1
superread,1
greatread,1
awesome product trust worth every penny spend durable heavy enough retains form even long day playread,1
good productread,1
good product good price outside marketmainly lockdownread,1
niceread,1
okread,1
good productread,1
originalnd qualityread,0
ya goodread,1
okayread,0
worstread,0
exceptional shuttle good outdoor performance ie natural wind outside good aerodynamics anfd flighttrust yonex rough toughread,1
awesome shuttle durable tooread,1
niceread,1
goodread,1
goodread,1
quick delivery good delivery person nice quality go read,1
usualread,1
goodread,1
felt like originalread,0
best shuttle good product best quality fastest delivery day delivered next dayread,1
good quality shuttle one shuttle go weekread,1
good produvtread,1
good online product picture clarification must necessaryread,1
genuine productread,1
fabulous go thisread,1
awesomeread,1
nice productread,1
perfect indoorsread,1
owsome product best rangeread,1
excellent productread,1
better life using perfect playread,1
awesomeread,1
one shuttle medium quality four shuttle great searched scratch code sunrisetnt website found genuineneread,1
niceread,1
delivery fast original productread,1
niceread,1
superb original ordering doubt whether would get right product opening understood original playing highly satisfied thank youread,1
goodread,1
good productread,1
original productread,1
niceread,1
goodread,1
nice read,1
niceread,1
superb original qualityread,1
worth moneyread,1
worth price lessread,1
niceread,1
excellentread,1
excellentread,1
nice productread,1
best experienceread,1
bad repeated order send cheap quality shattelsread,1
excellentread,1
goodread,1
good qualityread,1
badread,0
cheapest rate ever best outdoor corkread,1
nice product specially good choice smashesread,1
superread,1
quality ok cost product highread,0
best shuttle playing outside read,1
niceread,1
badread,1
good productread,1
niceread,1
good qualityread,0
goodread,1
regularly playing mavis durable good cost effective last gamesread,1
weight quite hightthough written slowits quite fast goodread,1
perfect thank productread,1
goodread,1
best smashread,1
superread,1
nice product read,1
niceread,1
quality good like original oneread,1
nice product bigginerread,1
good poductread,1
goodread,1
awesomeread,1
goodread,1
original nice productread,1
good productread,1
niceread,1
little slow overall goodread,1
niceread,1
good product delivery lateread,1
shuttle goodread,1
original product thanks flip cardsread,1
excellent work flipkartread,1
goodread,1
moving quick better experience mavis iread,0
okread,1
fineread,1
good product flipkart thanks faster deliveryread,1
nice qualityread,1
goodread,1
goodread,1
good productread,1
goodread,1
nice read,1
excellentread,1
awesome product highly durableread,1
nice product better priceread,1
nice product good performanceread,1
goodread,1
good oneread,1
good productread,1
goodread,1
niceeeread,1
good shuttleread,1
good oneread,1
niceread,1
beginning like shuttlesi happy buy againread,1
superread,1
think people know product play badminton need tell productread,1
goodread,1
good quality reasonable priceread,1
great oneread,1
goodread,1
good quality original shuttleread,1
great productread,1
niceread,1
original brandread,1
awesomeread,1
nice oneread,1
best playing experience shuttle corkits amazing productread,1
need moreread,1
soo nice l like play indoorread,1
goodread,1
okread,1
delivery time safety precaution followed delivery manread,1
excellentread,1
couldve bit heavierread,1
excellent product flipkartread,1
nice shuttle must buy better brandsread,1
niceread,1
nic productread,1
goodread,1
superread,1
goodread,1
goodread,1
nice productread,1
nice productread,1
valuable price lockdown timeread,1
averageread,1
one shuttle day onlyread,1
superb productread,1
goodread,1
avgread,1
niceread,1
goodread,1
goodread,1
must buyyyread,1
good productread,1
good productread,1
nice productread,1
super fast delivery thanku pruthvi delivery boyread,1
good hardread,0
super really amazingread,1
good product play daily hr shuttle come week atleastread,1
nice used mavis another level u feel difference using itread,1
best businessread,1
good shuttle felt like bit expensive sport shopread,1
nice perfect shot quality productread,1
goodread,1
long lasting im playing day product damaged im disappointed productread,0
value moneyread,1
averageread,0
awsomeread,1
markread,1
goodread,1
goodread,1
product quality goodread,0
break setsread,1
best outderread,1
badread,0
nic productread,1
good product service goodread,1
good productread,1
bad quality doesnt last game base shuttle separated automatically playing hear fully disappointed quality productread,0
nice oneread,1
niceread,1
fast deliverysuperbread,1
better mavis read,1
good product excellentread,1
good qualityread,1
quality better yellowread,1
finally got original productread,1
excellentread,1
goodread,1
good shuttleread,1
orginal shuttle best buy comparing product shop shop one dont last go like bullet one really fun play feel excellentread,1
good productread,1
poor quality old stock providedread,0
good shuttle superp durability compared otheroriginal reliablein budget itemread,1
super product last yearsread,1
good qualityread,1
happy quality deliveryread,1
good productread,1
good quality productread,1
best shuttle less price nice read,1
good productread,1
superbread,1
bestread,1
bad quality packread,0
good product fast delivery flipkartread,1
goodread,1
well fine good got product timeread,1
good beginnersread,1
experience quite good product till dateread,1
niceread,1
goodread,1
goodread,1
genuine productread,1
shuttle bestread,1
okread,1
goodread,1
good qualityread,1
good cap game betterread,1
good bestread,1
goodread,1
product nice delivered timeread,1
goodread,1
excellentread,1
original shuttle fine play outside tooread,1
nice productread,1
good shuttleread,1
awesome productread,1
impressedread,1
niceread,1
good productread,1
long lastingread,1
product good shuttle got broken match advice dont buy itread,0
good productthnx flipcartread,1
yonex mavis nice qualityand delivery also time thank u flipkartread,1
nice qualityread,1
good productread,1
niceread,1
value moneyread,1
word awesome productread,1
felling good playread,1
nice productread,1
greatread,1
playing one match cap rotating poor quality second quality time got second qualityyonex cheating usread,0
super durable shuttelsread,1
poor qualityread,0
niceread,1
superread,1
nice productsread,1
good product good delivery serviceread,1
quality shuttle bad product received defective cork getting damaged one gameread,0
awesome purchaseread,1
good serveceread,1
nice best priceread,1
goodread,1
life time lessread,1
good productread,1
disappointed one bought january bad last even month even worse ordered slow god alone know shuttle mostly super fast sound heavy moment touch racket stringsread,0
recomended medium range playersread,1
yellow part getting dammage quickly okread,1
average read,1
best marketread,1
good shuttleread,1
good product delivery thanks flipcartread,1
best class followed durabilityread,1
superread,1
badread,1
good productread,1
product genuineu identify seeing plastic cap boxread,0
good productread,1
super perfect flyread,1
poor qualityread,0
good shuttleread,1
price goodquality goodand also fast deliveryread,1
shuttle like yonex branding best shuttle everread,1
better indoor outdoorread,1
niceread,1
goodread,1
best quality read,1
good stuffread,1
goodread,1
good productread,1
nice shuttleread,1
bice productread,1
bestread,1
good qualityread,1
good one timely deliveredread,1
aswm product happy itread,1
superread,0
nice one durableread,1
quality similar wantedi satisfiedread,1
good product excellent serviceread,1
good qualityread,1
superbread,1
shuttle flight problemread,1
good qualityread,1
awsmread,1
got original one read,1
goodread,1
good choiceread,1
good service good productread,1
thankuread,1
badread,1
poor qualityread,0
bestread,1
goodread,1
goodread,1
goodread,1
reliableread,1
niceread,1
niceread,1
niceread,1
good buyread,1
good product timely deliveredread,1
goodread,1
gudread,1
bestread,1
damage productread,1
goodread,1
bad qualtyread,0
great lovebitread,1
regular read,1
okread,1
pro player wl hardly last daysfeather like quality bt low temperread,0
good lasting normal think bestread,1
nice landing safely nice shuttlesssssread,1
goodread,1
good quality productread,1
good quality shuttlesread,1
goodread,1
got proper yonex authenticationread,1
thank youread,1
excellent conditionperformanceread,1
goodread,1
excellentread,1
goodread,1
goodread,1
awesome look materialread,1
love productread,1
item quality badread,0
miceread,1
okread,1
game bad qualitynot original productread,0
niceread,1
quality slightly decrease compared oldread,1
bestread,1
goodread,1
good shuttleread,1
kk good badread,1
wast money cheap qualityread,0
awsomeread,1
good productread,1
superread,1
good gualityread,1
genuine product low costread,1
good product speed shuttle air goodread,1
goodread,1
good qualityread,1
kwality best read,1
bad quality dont waste money read,0
goodread,1
wonderful product delivered timely flipkart thank filipkartread,1
quality excellentread,1
niceread,1
best choice indian condition last longer beginner intermediate player always receiving original product flipkartread,1
nice product durable alsoread,1
likedread,0
lastingread,1
goodread,1
goodread,1
niceread,1
shuttle original shuttlesread,0
super qualityread,1
good like feather shuttleread,1
quality good cheaper shopsspeed okread,1
okread,1
best value used itread,1
original productread,1
good qualityread,1
bit costlyread,1
excellent service got one day even remote location like gangtokread,1
best product lowest price read,1
bestread,1
nice shuttle order itread,1
good correct flight reliableread,1
useless productread,0
good product fast deliveryread,1
original item much lower price local marketread,1
money worthyread,1
good thanks fkartread,1
good quality plesae dont purchaseread,0
nice shuttleread,1
got product expectedread,1
good light wet heread,1
goodread,1
good itemread,0
good oneread,1
shuttle long lastingread,1
goodread,0
thanks flipcartread,1
superread,1
goodread,1
im regular buyer time got bad quality shuttlesread,0
bad product given fault shuttlesread,0
shuttle lasted day onlyread,1
orginal productread,1
badread,1
osom productread,1
great playread,1
good productread,1
goodread,1
good product shuttle loversread,1
goodread,1
superread,1
still goodread,1
superb shuttlesread,1
original yonex shuttlecocksread,1
strong n durableread,1
niceread,1
original shuttle fulll money wasteread,0
goodread,1
nice productread,1
goodread,1
good purchaseread,1
one day one shuttle worst quality flipkartread,0
niceread,1
niceread,1
goodread,1
goodread,1
nice productread,1
good oneread,1
good productread,1
good productsread,1
good productread,1
shuttle max played time considering hr hard play time good thing seller sends genuine product sunrise authentication passed ordered second oneread,1
niceread,1
always bestsatisfaction guaranteednever disappoints issue bottom cork might crack get hard hit metal frame racquet easily last week per shuttle even harsh gameplayalways best mavis read,1
nice shuttle fall love shuttle got cheap flipkart thanks flipkart saving moneyread,1
time quality good please care brotherread,1
original yes best shuttle market ryt nowread,1
excellent product good quality loved last longread,1
bad qualityread,0
great seems fast naturalread,1
low quality shuttle sustain even hour game please buy hereread,0
awesome read,1
goodread,1
niceread,1
nice productread,1
goodread,1
good product fullfill expectation thank flipkartread,1
bestread,1
goodread,0
worst productread,0
original one nice play bought read,1
goodread,1
goodread,1
good oneread,1
happy productread,1
niceread,1
bestread,1
original yonex great value moneyread,1
lasting gamesread,0
good productread,1
goodread,1
goodread,1
good qualityread,1
badread,0
worstread,0
superb productread,1
good productread,1
good product long time certificationread,1
bad qualityread,0
niceread,1
goodread,1
niceread,1
satisfiedread,1
niceread,1
goodread,1
nice delivery product punctual according timingread,1
get damaged soonread,0
original productread,1
best purchaseread,1
great productthanks flipkartread,1
quality poorread,0
nice productread,1
worth moneyread,1
osm niceread,1
worst two piece damaged tooread,0
shuttle good muchread,1
good productread,1
nyc productread,1
quality good giving damage good read,0
product damagedread,0
superread,1
wasteread,0
nice productread,1
meterial low qualityread,0
nice productread,1
nice shuttleread,1
attractive smartread,1
good wintersread,1
nice shuttleread,1
thanks flipkart delivering hrsread,0
satisfied productread,1
good product shuttle damage matchesread,1
excellentread,1
work goodread,1
super productread,1
good perfomingread,1
good quality genuine productread,1
badread,0
normal qualityread,1
wasteread,0
badd quality lastread,0
best quality productread,1
like itread,1
look hard playing original qualityread,0
goodread,0
goodread,1
simply superbread,1
goodread,1
damaged earlyread,0
nice productread,1
goodread,1
satisfied quality productread,1
genuine productread,1
good product reasonable priceread,1
goodread,1
good usualread,1
good genuineread,1
niceread,1
shuttle poor qualityread,1
excellentread,1
shuttle durableread,0
patheticread,0
good service nice productread,0
good product hv playing product two yearsread,1
ready play best priceread,1
niceread,1
product goodbut take day deliverread,1
great quality product deserve price read,1
goodread,1
slow shuttleread,1
varry good productread,1
nice productread,1
first shuttle authentic rest shuttle compete spacex rocket term speed highly disappointedread,0
superread,1
superbread,1
packing bad shuttle damagedread,0
good onewe playing outdoor indoorread,1
shuttle genuineread,0
goodread,1
expected recommendread,1
nice shuttle qualityread,1
niceread,1
awesomeread,1
nice seems originalread,1
nice shuttle full control palyread,1
okread,1
good qualityread,1
awesomeread,1
excellentread,1
bad productsread,0
ok okread,1
satisfiedread,1
worthread,1
aswamread,1
goodread,1
goodread,1
powerfulread,1
niceread,1
goodread,1
suprrbbread,1
shuttle durable becomes fast shot prefer mavis read,1
goodread,1
long lastingread,1
good product value moneyread,1
good productread,1
good productread,1
genuine productsread,1
always goodread,1
superbread,1
goodread,1
niceread,1
good quality nowread,1
goodread,1
good shuttleread,1
superread,1
goodread,1
original productread,1
bad productread,0
good quality itemsread,1
old stockread,0
shuttle faster usualwasted moneyread,0
okread,0
shuttle goodread,1
east west flipkart best became flipkart fan delivering within day read,1
poor quality item got timeread,0
seems like original product disappointed shuttle wobbling remaining last matchesread,0
quality soo good delivery date soo late show dec received dec dont waste ur time order another appread,1
goodread,1
old stock sold single peace goodread,0
dont buy anyone shuttle flipkart site worst quality productread,0
excellent productread,1
nice productread,1
good facilityread,1
exlent productread,1
good one read lot negative review mavis purchase online time say better product good qualityread,1
loved original product delivered timeread,1
goodread,1
goodread,1
delevired less day oh godthanks flipkartread,1
received genuine productvery good original qualityread,1
amazing productread,1
value moneyread,1
good light weightread,1
light weight long liferead,1
awesome goodread,1
nice product satisfiedread,1
nice best qualityread,1
old stock gotread,1
st cork got damaged fast rest goodread,1
good product priceread,1
goodread,1
goodread,1
nice item u must buyread,1
niceread,1
happy flipkartread,1
bad productsread,1
nice productread,1
bad qualityread,0
yonex mavis pure shuttle dummy genuine bad quality old pak date box jan read,0
good price little bit highread,1
best classread,1
cork quality issue cracking soonread,0
superread,1
goodread,1
goodread,1
good price rangethanq flipkartread,1
orginal productread,1
genuine productgo itread,1
niceread,1
superrread,1
goodread,0
slow barely last day disappointingread,0
worth productread,1
somthing best youread,1
nice premium productread,1
niceread,1
goodread,1
worst quality fraud materialsread,0
good shuttle day playread,0
goodread,1
nice productread,1
niceread,1
difference orginal productread,1
nice productread,1
product badread,0
good worth priceread,1
durability cork bad enough even one dayread,0
shuttle cork look like may break within minute play otherwise okayread,1
valuableread,1
nice shuttlesread,1
old stock manufactured year back monthsread,0
bad product wast moneyread,0
tqread,1
niceread,1
good productread,1
plz go really worth every cork friend really happy reliability packread,1
goodread,1
nice best outdoor game read,1
nice product love itread,1
nice productread,1
goodread,1
good qualityread,1
goodread,1
always best fineread,1
nice product best outdoorread,1
niceread,1
goodread,1
niceread,0
nice productread,1
good productread,1
good crockread,1
awesome product mavis superread,1
good qualityread,1
nice prudectread,1
great productread,1
goodread,1
one shuttle six box wabbling first moment useread,1
okread,1
worst productdont even last matchesread,0
worst qualityread,0
good productread,1
goodread,1
good quality genuine productread,1
goodread,1
niceread,1
lovely productread,1
must buy exlent productread,1
reasonable costread,1
goodread,1
goodread,1
greatread,1
good productread,1
excellent product thanks flipkartread,1
nice oneread,1
goodread,0
good shuttle good flyread,1
niceread,1
best price hight flipkartread,1
niceread,1
really goodread,1
nice product cheap costread,1
good productread,1
absolute treasureread,1
goodread,1
quality feel upto mark shredded play shuttle weekread,1
real feelread,1
good productread,1
nice good practice session good qualityread,1
worth moneyread,1
nice compared priceread,1
goodread,1
good shuttleread,1
nice shuttleread,1
goodread,1
excellent love thanks flipkartread,1
goodread,1
superbread,1
goodread,1
super productread,1
good productread,1
bestread,1
excellentread,1
goodread,1
bought fast delivered quality goodread,1
nycread,1
superread,1
product good delivery fast thanks sharing best product priceread,1
superread,1
goodread,1
nice productread,1
good productread,1
value moneyread,1
good improve qualityread,1
super shuttle niceeread,1
one shuttle good condition due lack packingread,1
superread,1
goodread,1
good packing think seller bad becase got bad product time less quality broken fast pure china local productread,0
marvelousread,1
original quality product good packing swift delivery make happy customerread,1
original shuttleread,1
expectedread,1
damaged rapidlyread,1
niceread,1
original qualityread,1
goodread,1
niceread,1
good grip sideread,1
item look duplicate doesnt look original shuttle player one yr shuttle becomes useless earlier use play hr one shuttleread,1
goodread,1
best shuttle outdoorread,1
lovelyread,1
original product played yesterday wellread,1
goodread,1
good playread,1
superread,1
goodread,1
shuttle good box seems good qualityread,1
guy lot shuttle inside box damaged doesnt correct weight indoor playthe shuttle inside box wobbling plz dont buy flipkart site u find genuine sellersplz beware productread,0
good productread,1
goodread,1
goodread,1
good product long lasting indoor gameread,1
nice qualityread,1
poor qualityread,0
good product suggest buyread,1
goodread,1
thanks flipcartvery niceread,1
goodread,1
bad product poor quality really disappointedread,0
goodread,1
behtareen keep ordering monthly good intermediate player like meread,1
superread,1
slow slow lining wastage moneyread,0
goodread,1
niceread,1
high rate quality poor early brokenread,0
expectingread,1
product good manufacturer date augustread,1
great product reasonable priceread,1
good qualityread,1
good qualityread,1
goodread,1
nice productread,1
fast slow returning sends packing fresh yonexread,1
awesomeread,1
original productread,1
evergreenread,1
nicc niceread,1
good delivery n originalread,1
nice oneread,1
ok bettarread,1
good beginnersread,1
good outdoorsread,1
nice oneread,1
first time received bad quality product shuttle bad quality slow really disappointedread,0
shuttle always good timely delivered read,1
fine qualityread,1
good product fkipkart quickly devilry item thanks fkipkartread,0
nice productread,1
good regular practice nice qualityread,1
delivery time given day also took day extra meet promised delivery dateproduct goodread,1
superread,1
worthy product durable outdoor practice nice productread,1
goodread,1
bad slowread,0
good indoor grab like super slow shuttlesread,1
niceread,1
greatread,1
goodread,1
goodread,1
goodread,1
goodread,1
wonderfulread,1
product delivered time checked shuttle fine wobbling damage piece geniuneread,1
goodread,1
original productsread,1
niceread,1
good quality shuttleread,1
good love itread,0
original product delivered lightening speedread,1
good productread,1
good oneread,1
good practiceread,1
goodread,1
goodread,1
goodread,1
worst shuttle looking like r per pieceread,0
good productread,1
good product best shuttlecockread,1
perfectread,1
excellent item delivery service provided flipkartread,1
okread,1
niceread,1
go oldread,1
good poductread,1
goodread,1
naisread,1
goodread,1
niceread,1
nice productread,1
original product received thank speedy deliveryread,1
good nice read,1
goodread,1
nice shuttleread,1
got original product thanks flipkart vendor supplierread,1
awesomeread,1
always awesome read,1
nice product read,1
superread,1
shuttle good durable lasted rapid gamesread,1
badminton shuttle goodread,1
badread,0
superb productread,1
goodread,1
yesterday received product damagedi disappointed lost moneyread,0
good quality shuttlecocksread,1
goodread,1
love productread,0
goodread,1
good productread,1
goodread,1
goodread,1
quality packing super awesomeread,1
good quality shuttlesread,1
aswmread,1
thanks itread,1
go perfect match intermediate professional levelread,1
best qualityread,1
super expectedread,1
best playread,1
nice productgood qualityread,1
received original sealed product better price local sport storesread,1
goodread,1
evonomicalread,0
got used shuttleread,1
good product profit useable thanks flipkartread,1
best shuttle long liferead,1
good qualityread,1
original product know best segmentread,1
completion one game shuttle fastread,1
superbread,1
original light weighted ok ok play durability another issue shuttle long lastingread,0
got product timeproduct genuineread,1
good qualityread,0
excellentread,1
good nice speed shuttlesread,1
goodread,1
goodread,1
good product happy shuttle read,1
okread,1
gudread,1
shuttle goodand comparatively lastedread,1
finest shuttle practice durability shuttle awesomei bet wont regret playingread,1
nice quality shuttlesread,1
best delivery manread,1
fine good dilevaryread,1
goodread,1
good quality good costread,1
quality goodread,1
nice qualityread,1
good qualityread,1
good productread,1
good intermediate player best better otherread,1
strong build rough game nice movement speedread,1
niceread,1
goodread,1
best plastic shuttleread,1
nice productread,1
excellentread,1
awesome got read,1
goodread,1
awesome nice productread,1
goodread,1
satisfactory shuttle little fast quality seem degradedread,0
first attempt flipkart send local product replace order received yonex mavis thanks flipkartread,1
niceread,1
working well door gameread,1
marvellous product good beginnerread,1
greatread,1
old stockread,0
product seemed original fine quality although break like ice cream cone explodes even little moistureread,1
waste slow one want purchase go retail storesread,0
okayread,1
asked slow shuttle provided medium fast checked return period overread,0
goodread,1
niceread,1
genuine productread,1
goodread,1
goodread,1
good one expectedread,1
go amazingread,1
original product intact form delivered nothing comment branded product like yonex thanks read,1
superread,1
goodread,1
niceread,1
good quality probably best nylon shuttle go itread,1
superread,1
goodread,1
shuttle fastnot goodwont buy againread,1
superbread,1
best shuttlecocksread,1
goodread,1
nice flight good control perfect bat writing playing timesread,1
niceread,1
good performance goodread,1
flipkart best online siteread,1
havebeen ordering shuttle year orignal product incase time shuttle damaged flipkart quick n hastle free replace thankyou fair price n great servicesread,1
good shuttle playersread,1
okread,1
goodread,1
shuttle good average beginnersread,1
nice one good quality priceread,1
best among nylon shuttlesread,1
goodread,1
brought yonex green cap slow shuttle box fast think mix original duplicate making u foolread,1
excellent product genuine oneread,1
good qualityread,1
bad productread,0
got time old stock need check flight condition playingread,1
best qualityread,1
excellentread,1
worth moneyread,1
okread,1
received original productread,1
go good quality genuine shuttlesread,1
goodread,1
originalread,1
goodread,1
nice product indoors suitable outdoorsread,1
mark quality goodread,0
good niceread,1
good suttalread,1
nice productread,1
goodread,1
product delivered original packet flattened due shuttle lost shapedefective shuttle receivedread,0
grt product grt priceread,1
fairread,1
much satisfiedgood qualityquick deliveryread,1
awesome read,1
ordering since long time shuttle used good long lasting rigorous game used last min leastbut time really disappointed quality shuttle starting rotate couple set never expected quality bulk order tubesread,0
genuine product shuttle shaped dont buy product onlineread,0
nceread,1
nice productread,1
originalread,1
good oneread,1
ozm product delivered selected place read,1
niceread,1
good daily practiceread,1
v good coart good homeread,1
excellent authentic productexcellent packagingfaster deliveryread,1
great product perfect delivery timeread,1
super productread,1
okay okay shuttlesread,1
excellentread,1
fantasticread,1
original product correct delveryread,0
okread,1
nice productread,1
awesome product original durabilityread,1
poor quality shuttle sent may old stock one shuttle broke within day game played shuttleread,0
super rate highread,1
nice oneread,1
goodread,1
nice oneread,1
value moneyread,1
nice original product love playing badminton nowread,1
doubt may genuine productread,0
superread,1
goodread,1
goodread,1
original yonex product visit yonex sunrise website originality scratch code led type code websiteread,1
badread,1
goodread,1
expected excellent oneread,1
good packingread,1
goodread,1
look okread,1
good osm price really impressed productread,1
good one doubt go itread,1
amazing read,1
classyread,1
superbread,1
niceread,1
nice shuttlebalance goodread,1
best best got must buyread,1
niceread,1
quality good expectedproduct life time daysread,1
good productread,1
super productsread,1
look good rest comment day play minimumread,1
okread,1
goodread,1
awesomeread,1
worth moneyread,1
awesomeread,1
like shuttle qualitiesread,1
good jobread,1
excellent qualityread,1
awesome best comment say fake also fakeread,1
niceread,1
goodread,1
got latest one old stockpackaging goodread,1
