OrderID,CustomerID, ProductCategory, ProductPrice,Quantity,DiscountPercent,PaymentMethod,OrderStatus,City,OrderDate,TotalAmount,DiscountAmount,FinalAmount,Month,Year
100487,2139,Electronics,3635,3,5,Credit Card,Delivered,Pune,2024-05-01,10905,545.25,10359.75,5,2024
100488,1190,Sports,2089,8,0,Debit Card,Delivered,Chennai,2024-05-02,16712,0.0,16712.0,5,2024
100489,3300,Home,2023,1,5,UPI,Delivered,Mumbai,2024-05-03,2023,101.15,1921.85,5,2024
100490,1980,Sports,1674,5,5,Debit Card,Delivered,Bangalore,2024-05-04,8370,418.5,7951.5,5,2024
100491,3975,Electronics,2442,3,0,Cash,Cancelled,Pune,2024-05-05,7326,0.0,7326.0,5,2024
100492,3006,Sports,3443,2,0,UPI,Returned,Pune,2024-05-06,6886,0.0,6886.0,5,2024
100493,2184,Clothing,3334,8,10,Credit Card,Returned,Pune,2024-05-07,26672,2667.2,24004.8,5,2024
100494,4327,Beauty,2270,3,10,Debit Card,Cancelled,Delhi,2024-05-08,6810,681.0,6129.0,5,2024
100495,4394,Home,559,7,0,Credit Card,Cancelled,Mumbai,2024-05-09,3913,0.0,3913.0,5,2024
100496,1127,Beauty,2241,1,15,Credit Card,Returned,Mumbai,2024-05-10,2241,336.15,1904.85,5,2024
100497,3065,Sports,1341,6,15,UPI,Returned,Mumbai,2024-05-11,8046,1206.9,6839.1,5,2024
100498,2816,Home,1835,3,5,Debit Card,Cancelled,Mumbai,2024-05-12,5505,275.25,5229.75,5,2024
100499,2758,Sports,4200,8,20,Cash,Cancelled,Mumbai,2024-05-13,33600,6720.0,26880.0,5,2024
100500,3613,Clothing,2143,6,5,Credit Card,Delivered,Chennai,2024-05-14,12858,642.9,12215.1,5,2024
100501,1569,Electronics,4974,2,5,UPI,Delivered,Pune,2024-05-15,9948,497.4,9450.6,5,2024
100502,2346,Home,3561,6,20,UPI,Returned,Chennai,2024-05-16,21366,4273.2,17092.8,5,2024
100503,2895,Clothing,3180,7,0,Cash,Cancelled,Delhi,2024-05-17,22260,0.0,22260.0,5,2024
100504,3733,Clothing,206,5,15,UPI,Returned,Bangalore,2024-05-18,1030,154.5,875.5,5,2024
100505,4863,Home,3467,3,5,Credit Card,Delivered,Pune,2024-05-19,10401,520.05,9880.95,5,2024
100506,1625,Sports,1791,4,20,UPI,Delivered,Delhi,2024-05-20,7164,1432.8,5731.2,5,2024
100507,4359,Clothing,3464,4,10,Debit Card,Returned,Chennai,2024-05-21,13856,1385.6,12470.4,5,2024
100508,3901,Beauty,2806,6,5,Debit Card,Delivered,Bangalore,2024-05-22,16836,841.8,15994.2,5,2024
100509,2686,Clothing,3419,1,15,Credit Card,Cancelled,Delhi,2024-05-23,3419,512.85,2906.15,5,2024
100510,4009,Sports,3473,4,0,Debit Card,Returned,Bangalore,2024-05-24,13892,0.0,13892.0,5,2024
100511,4710,Sports,1113,4,5,Cash,Cancelled,Delhi,2024-05-25,4452,222.6,4229.4,5,2024
100512,1154,Beauty,2211,1,5,UPI,Cancelled,Chennai,2024-05-26,2211,110.55,2100.45,5,2024
100513,3537,Clothing,1642,9,20,Credit Card,Delivered,Bangalore,2024-05-27,14778,2955.6,11822.4,5,2024
100514,2409,Sports,3254,4,10,Cash,Cancelled,Delhi,2024-05-28,13016,1301.6,11714.4,5,2024
100515,1784,Home,3746,7,10,UPI,Returned,Chennai,2024-05-29,26222,2622.2,23599.8,5,2024
100516,4175,Electronics,4421,3,0,Cash,Cancelled,Pune,2024-05-30,13263,0.0,13263.0,5,2024
100517,4464,Electronics,3128,3,15,Credit Card,Cancelled,Chennai,2024-05-31,9384,1407.6,7976.4,5,2024
100518,4882,Electronics,2029,8,0,Credit Card,Cancelled,Chennai,2024-06-01,16232,0.0,16232.0,6,2024
100519,1245,Clothing,775,8,5,Cash,Cancelled,Pune,2024-06-02,6200,310.0,5890.0,6,2024
100520,4247,Beauty,1129,1,5,UPI,Cancelled,Chennai,2024-06-03,1129,56.45,1072.55,6,2024
100521,4110,Sports,3959,2,10,Debit Card,Delivered,Pune,2024-06-04,7918,791.8,7126.2,6,2024
100522,2500,Home,3899,8,15,Debit Card,Returned,Pune,2024-06-05,31192,4678.8,26513.2,6,2024
100523,2705,Home,1663,1,20,Cash,Delivered,Pune,2024-06-06,1663,332.6,1330.4,6,2024
100524,3806,Clothing,3475,8,15,Credit Card,Returned,Delhi,2024-06-07,27800,4170.0,23630.0,6,2024
100525,1537,Electronics,1254,8,5,UPI,Returned,Bangalore,2024-06-08,10032,501.6,9530.4,6,2024
100526,2890,Clothing,2100,2,20,UPI,Returned,Delhi,2024-06-09,4200,840.0,3360.0,6,2024
100527,2841,Beauty,1657,4,15,Credit Card,Returned,Pune,2024-06-10,6628,994.2,5633.8,6,2024
100528,1920,Beauty,1599,6,15,Debit Card,Returned,Bangalore,2024-06-11,9594,1439.1,8154.9,6,2024
100529,3455,Sports,3615,9,20,UPI,Cancelled,Bangalore,2024-06-12,32535,6507.0,26028.0,6,2024
100530,1524,Sports,642,8,5,Cash,Delivered,Pune,2024-06-13,5136,256.8,4879.2,6,2024
100531,3875,Beauty,3850,8,15,Debit Card,Delivered,Bangalore,2024-06-14,30800,4620.0,26180.0,6,2024
100532,2529,Beauty,4852,7,20,Cash,Cancelled,Bangalore,2024-06-15,33964,6792.8,27171.2,6,2024
100533,3950,Beauty,1378,9,5,Debit Card,Returned,Delhi,2024-06-16,12402,620.1,11781.9,6,2024
100534,4896,Clothing,4658,2,20,Credit Card,Delivered,Bangalore,2024-06-17,9316,1863.2,7452.8,6,2024
100535,1035,Beauty,1457,3,20,Cash,Cancelled,Pune,2024-06-18,4371,874.2,3496.8,6,2024
100536,1684,Home,3834,8,15,Cash,Cancelled,Mumbai,2024-06-19,30672,4600.8,26071.2,6,2024
100537,1019,Electronics,2041,6,5,Credit Card,Delivered,Mumbai,2024-06-20,12246,612.3,11633.7,6,2024
100538,3368,Beauty,2509,9,15,Cash,Delivered,Mumbai,2024-06-21,22581,3387.15,19193.85,6,2024
100539,4847,Electronics,1110,4,0,Debit Card,Returned,Pune,2024-06-22,4440,0.0,4440.0,6,2024
100540,3559,Clothing,4540,8,0,UPI,Returned,Mumbai,2024-06-23,36320,0.0,36320.0,6,2024
100541,1399,Electronics,4837,3,5,UPI,Delivered,Delhi,2024-06-24,14511,725.55,13785.45,6,2024
100542,3701,Clothing,4209,3,20,Credit Card,Returned,Pune,2024-06-25,12627,2525.4,10101.6,6,2024
100543,1971,Home,2369,8,15,Debit Card,Cancelled,Pune,2024-06-26,18952,2842.8,16109.2,6,2024
100544,2906,Clothing,2372,5,15,Cash,Returned,Pune,2024-06-27,11860,1779.0,10081.0,6,2024
100545,3518,Clothing,323,3,5,Cash,Returned,Bangalore,2024-06-28,969,48.45,920.55,6,2024
100546,2166,Sports,3358,1,5,UPI,Cancelled,Bangalore,2024-06-29,3358,167.9,3190.1,6,2024
100547,2115,Beauty,985,3,0,Cash,Returned,Bangalore,2024-06-30,2955,0.0,2955.0,6,2024
100548,4425,Beauty,2616,9,10,UPI,Cancelled,Chennai,2024-07-01,23544,2354.4,21189.6,7,2024
100549,1833,Home,996,5,5,Credit Card,Returned,Delhi,2024-07-02,4980,249.0,4731.0,7,2024
100550,2823,Home,4372,2,10,Cash,Delivered,Pune,2024-07-03,8744,874.4,7869.6,7,2024
100551,3774,Beauty,4354,7,5,Debit Card,Returned,Pune,2024-07-04,30478,1523.9,28954.1,7,2024
100552,2982,Sports,2136,2,20,Cash,Delivered,Bangalore,2024-07-05,4272,854.4,3417.6,7,2024
100553,1853,Beauty,2356,4,20,UPI,Delivered,Pune,2024-07-06,9424,1884.8,7539.2,7,2024
100554,1050,Sports,4007,7,0,Credit Card,Delivered,Pune,2024-07-07,28049,0.0,28049.0,7,2024
100555,4736,Home,1501,4,0,UPI,Delivered,Mumbai,2024-07-08,6004,0.0,6004.0,7,2024
100556,4769,Electronics,4363,7,10,Cash,Delivered,Pune,2024-07-09,30541,3054.1,27486.9,7,2024
100557,1574,Home,3340,7,5,UPI,Cancelled,Chennai,2024-07-10,23380,1169.0,22211.0,7,2024
100558,4261,Home,3436,1,15,UPI,Cancelled,Bangalore,2024-07-11,3436,515.4,2920.6,7,2024
100559,2148,Clothing,2552,6,0,Credit Card,Cancelled,Delhi,2024-07-12,15312,0.0,15312.0,7,2024
100560,3197,Clothing,2132,9,15,Debit Card,Delivered,Delhi,2024-07-13,19188,2878.2,16309.8,7,2024
100561,3361,Clothing,2921,2,15,Cash,Returned,Mumbai,2024-07-14,5842,876.3,4965.7,7,2024
100562,3617,Clothing,564,3,5,Credit Card,Cancelled,Delhi,2024-07-15,1692,84.6,1607.4,7,2024
100563,4413,Sports,2590,5,10,Debit Card,Returned,Delhi,2024-07-16,12950,1295.0,11655.0,7,2024
100564,3352,Beauty,1146,9,5,UPI,Returned,Bangalore,2024-07-17,10314,515.7,9798.3,7,2024
100565,2715,Electronics,1577,4,0,Debit Card,Delivered,Bangalore,2024-07-18,6308,0.0,6308.0,7,2024
100566,1681,Home,1639,1,15,UPI,Delivered,Chennai,2024-07-19,1639,245.85,1393.15,7,2024
100567,1837,Sports,3380,4,5,UPI,Delivered,Mumbai,2024-07-20,13520,676.0,12844.0,7,2024
100568,4854,Electronics,540,6,5,Credit Card,Cancelled,Delhi,2024-07-21,3240,162.0,3078.0,7,2024
100569,2077,Sports,3189,5,5,UPI,Delivered,Chennai,2024-07-22,15945,797.25,15147.75,7,2024
100570,4050,Sports,582,1,0,Credit Card,Cancelled,Mumbai,2024-07-23,582,0.0,582.0,7,2024
100571,3491,Home,1756,4,10,Debit Card,Cancelled,Delhi,2024-07-24,7024,702.4,6321.6,7,2024
100572,3660,Beauty,499,6,5,Debit Card,Cancelled,Delhi,2024-07-25,2994,149.7,2844.3,7,2024
100573,4040,Clothing,338,4,0,UPI,Cancelled,Bangalore,2024-07-26,1352,0.0,1352.0,7,2024
100574,3311,Beauty,558,9,15,Credit Card,Delivered,Pune,2024-07-27,5022,753.3,4268.7,7,2024
100575,4124,Home,1722,5,20,UPI,Cancelled,Mumbai,2024-07-28,8610,1722.0,6888.0,7,2024
100576,2595,Home,3656,8,0,Credit Card,Delivered,Delhi,2024-07-29,29248,0.0,29248.0,7,2024
100577,4051,Home,1827,9,20,Credit Card,Delivered,Mumbai,2024-07-30,16443,3288.6,13154.4,7,2024
100578,4691,Electronics,1503,5,5,Credit Card,Cancelled,Chennai,2024-07-31,7515,375.75,7139.25,7,2024
100579,1004,Beauty,1334,6,5,Debit Card,Delivered,Chennai,2024-08-01,8004,400.2,7603.8,8,2024
100580,2126,Beauty,2386,1,0,Credit Card,Returned,Pune,2024-08-02,2386,0.0,2386.0,8,2024
100581,2219,Sports,3370,7,20,Debit Card,Delivered,Delhi,2024-08-03,23590,4718.0,18872.0,8,2024
100582,1773,Sports,4035,4,5,Credit Card,Delivered,Bangalore,2024-08-04,16140,807.0,15333.0,8,2024
100583,1876,Sports,2351,2,15,Debit Card,Cancelled,Delhi,2024-08-05,4702,705.3,3996.7,8,2024
100584,1991,Home,1437,5,10,Cash,Cancelled,Mumbai,2024-08-06,7185,718.5,6466.5,8,2024
100585,3931,Beauty,3935,3,10,Debit Card,Delivered,Chennai,2024-08-07,11805,1180.5,10624.5,8,2024
100586,4421,Home,3034,6,5,Debit Card,Cancelled,Mumbai,2024-08-08,18204,910.2,17293.8,8,2024
100587,1046,Electronics,4460,8,20,UPI,Returned,Pune,2024-08-09,35680,7136.0,28544.0,8,2024
100588,3914,Sports,1198,7,5,Credit Card,Returned,Chennai,2024-08-10,8386,419.3,7966.7,8,2024
100589,3870,Home,2767,3,20,Cash,Cancelled,Bangalore,2024-08-11,8301,1660.2,6640.8,8,2024
100590,3983,Home,1507,8,15,UPI,Delivered,Chennai,2024-08-12,12056,1808.4,10247.6,8,2024
100591,4891,Electronics,856,2,20,Credit Card,Returned,Delhi,2024-08-13,1712,342.4,1369.6,8,2024
100592,3703,Clothing,2860,9,5,Cash,Returned,Delhi,2024-08-14,25740,1287.0,24453.0,8,2024
100593,1268,Beauty,2411,4,15,Cash,Delivered,Chennai,2024-08-15,9644,1446.6,8197.4,8,2024
100594,1369,Clothing,2109,1,0,Cash,Cancelled,Pune,2024-08-16,2109,0.0,2109.0,8,2024
100595,1635,Sports,3930,8,10,Credit Card,Returned,Delhi,2024-08-17,31440,3144.0,28296.0,8,2024
100596,2129,Home,2246,7,5,Cash,Delivered,Delhi,2024-08-18,15722,786.1,14935.9,8,2024
100597,2693,Electronics,3362,5,5,Cash,Delivered,Bangalore,2024-08-19,16810,840.5,15969.5,8,2024
100598,2682,Electronics,1340,5,5,UPI,Returned,Chennai,2024-08-20,6700,335.0,6365.0,8,2024
100599,1656,Beauty,466,7,15,Debit Card,Cancelled,Delhi,2024-08-21,3262,489.3,2772.7,8,2024
100600,1119,Clothing,2045,5,0,Credit Card,Returned,Pune,2024-08-22,10225,0.0,10225.0,8,2024
100601,1830,Beauty,1908,8,20,Debit Card,Delivered,Mumbai,2024-08-23,15264,3052.8,12211.2,8,2024
100602,2810,Home,3830,6,0,UPI,Returned,Chennai,2024-08-24,22980,0.0,22980.0,8,2024
100603,4675,Beauty,3411,5,15,Debit Card,Cancelled,Bangalore,2024-08-25,17055,2558.25,14496.75,8,2024
100604,2081,Electronics,2493,9,5,Cash,Delivered,Delhi,2024-08-26,22437,1121.85,21315.15,8,2024
100605,2974,Electronics,3932,2,10,Cash,Cancelled,Pune,2024-08-27,7864,786.4,7077.6,8,2024
100606,2369,Sports,4029,1,5,Credit Card,Returned,Chennai,2024-08-28,4029,201.45,3827.55,8,2024
100607,1740,Sports,1710,8,20,Credit Card,Returned,Pune,2024-08-29,13680,2736.0,10944.0,8,2024
100608,4545,Home,675,3,10,Credit Card,Cancelled,Pune,2024-08-30,2025,202.5,1822.5,8,2024
100609,1116,Clothing,1176,7,5,UPI,Returned,Bangalore,2024-08-31,8232,411.6,7820.4,8,2024
100610,2853,Beauty,1407,8,10,Credit Card,Cancelled,Chennai,2024-09-01,11256,1125.6,10130.4,9,2024
100611,3838,Home,2160,6,0,UPI,Returned,Delhi,2024-09-02,12960,0.0,12960.0,9,2024
100612,2150,Sports,757,9,15,Cash,Cancelled,Bangalore,2024-09-03,6813,1021.95,5791.05,9,2024
100613,4464,Beauty,1082,7,5,Debit Card,Cancelled,Delhi,2024-09-04,7574,378.7,7195.3,9,2024
100614,2931,Sports,2394,5,20,Cash,Delivered,Mumbai,2024-09-05,11970,2394.0,9576.0,9,2024
100615,2012,Beauty,4961,8,0,Cash,Delivered,Pune,2024-09-06,39688,0.0,39688.0,9,2024
100616,2664,Clothing,2867,2,5,Cash,Cancelled,Mumbai,2024-09-07,5734,286.7,5447.3,9,2024
100617,2081,Home,4877,7,0,Credit Card,Returned,Pune,2024-09-08,34139,0.0,34139.0,9,2024
100618,1633,Beauty,4990,4,20,Credit Card,Returned,Bangalore,2024-09-09,19960,3992.0,15968.0,9,2024
100619,1512,Electronics,1810,9,5,Credit Card,Returned,Delhi,2024-09-10,16290,814.5,15475.5,9,2024
100620,4822,Electronics,3688,1,20,Debit Card,Cancelled,Delhi,2024-09-11,3688,737.6,2950.4,9,2024
100621,3849,Beauty,2654,7,10,Credit Card,Cancelled,Bangalore,2024-09-12,18578,1857.8,16720.2,9,2024
100622,2119,Beauty,4694,6,20,UPI,Cancelled,Chennai,2024-09-13,28164,5632.8,22531.2,9,2024
100623,4709,Beauty,2146,8,10,Cash,Cancelled,Mumbai,2024-09-14,17168,1716.8,15451.2,9,2024
100624,2141,Electronics,4999,5,5,Debit Card,Delivered,Mumbai,2024-09-15,24995,1249.75,23745.25,9,2024
100625,1559,Electronics,3008,1,10,Debit Card,Cancelled,Delhi,2024-09-16,3008,300.8,2707.2,9,2024
100626,4672,Beauty,4025,1,5,Debit Card,Returned,Delhi,2024-09-17,4025,201.25,3823.75,9,2024
100627,1487,Sports,3736,9,5,Debit Card,Delivered,Delhi,2024-09-18,33624,1681.2,31942.8,9,2024
100628,4308,Sports,4002,6,15,Debit Card,Returned,Bangalore,2024-09-19,24012,3601.8,20410.2,9,2024
100629,4956,Clothing,4377,5,5,UPI,Cancelled,Chennai,2024-09-20,21885,1094.25,20790.75,9,2024
100630,1896,Home,4899,1,10,Cash,Delivered,Mumbai,2024-09-21,4899,489.9,4409.1,9,2024
100631,4343,Sports,2170,6,15,Debit Card,Cancelled,Pune,2024-09-22,13020,1953.0,11067.0,9,2024
100632,2212,Electronics,4022,6,15,Cash,Delivered,Bangalore,2024-09-23,24132,3619.8,20512.2,9,2024
100633,1703,Sports,3019,3,5,Credit Card,Returned,Mumbai,2024-09-24,9057,452.85,8604.15,9,2024
100634,2470,Clothing,1102,8,20,Debit Card,Cancelled,Chennai,2024-09-25,8816,1763.2,7052.8,9,2024
100635,1580,Clothing,564,1,20,Debit Card,Cancelled,Bangalore,2024-09-26,564,112.8,451.2,9,2024
100636,3837,Home,4458,1,15,Cash,Delivered,Mumbai,2024-09-27,4458,668.7,3789.3,9,2024
100637,3908,Sports,3319,6,5,Debit Card,Delivered,Bangalore,2024-09-28,19914,995.7,18918.3,9,2024
100638,3294,Electronics,2758,1,20,Debit Card,Cancelled,Mumbai,2024-09-29,2758,551.6,2206.4,9,2024
100639,4147,Electronics,2063,6,5,Debit Card,Delivered,Mumbai,2024-09-30,12378,618.9,11759.1,9,2024
100640,1153,Beauty,315,1,5,UPI,Cancelled,Chennai,2024-10-01,315,15.75,299.25,10,2024
100641,2679,Electronics,2584,6,15,UPI,Delivered,Pune,2024-10-02,15504,2325.6,13178.4,10,2024
100642,4506,Home,4135,3,15,Debit Card,Returned,Chennai,2024-10-03,12405,1860.75,10544.25,10,2024
100643,1996,Home,2690,8,0,UPI,Delivered,Mumbai,2024-10-04,21520,0.0,21520.0,10,2024
100644,4157,Electronics,1142,6,20,Credit Card,Returned,Bangalore,2024-10-05,6852,1370.4,5481.6,10,2024
100645,3744,Electronics,1924,1,20,Debit Card,Delivered,Chennai,2024-10-06,1924,384.8,1539.2,10,2024
100646,4356,Beauty,2534,5,20,Credit Card,Delivered,Pune,2024-10-07,12670,2534.0,10136.0,10,2024
100647,2243,Electronics,2967,8,10,Cash,Cancelled,Mumbai,2024-10-08,23736,2373.6,21362.4,10,2024
100648,2092,Beauty,1337,3,5,Credit Card,Delivered,Chennai,2024-10-09,4011,200.55,3810.45,10,2024
100649,4118,Beauty,2727,6,15,Cash,Delivered,Chennai,2024-10-10,16362,2454.3,13907.7,10,2024
100650,2008,Electronics,4317,5,20,Debit Card,Returned,Chennai,2024-10-11,21585,4317.0,17268.0,10,2024
100651,3141,Clothing,3620,6,0,Cash,Delivered,Chennai,2024-10-12,21720,0.0,21720.0,10,2024
100652,2773,Clothing,4978,1,20,Cash,Cancelled,Bangalore,2024-10-13,4978,995.6,3982.4,10,2024
100653,1957,Beauty,4106,7,5,Credit Card,Returned,Pune,2024-10-14,28742,1437.1,27304.9,10,2024
100654,4059,Electronics,3837,9,5,Credit Card,Cancelled,Pune,2024-10-15,34533,1726.65,32806.35,10,2024
100655,1452,Clothing,3153,2,15,Credit Card,Cancelled,Mumbai,2024-10-16,6306,945.9,5360.1,10,2024
100656,2227,Electronics,2567,5,10,Debit Card,Cancelled,Delhi,2024-10-17,12835,1283.5,11551.5,10,2024
100657,3959,Electronics,4421,4,15,Debit Card,Cancelled,Bangalore,2024-10-18,17684,2652.6,15031.4,10,2024
100658,3265,Electronics,476,6,20,Credit Card,Returned,Mumbai,2024-10-19,2856,571.2,2284.8,10,2024
100659,3521,Sports,2199,6,0,Debit Card,Delivered,Mumbai,2024-10-20,13194,0.0,13194.0,10,2024
100660,3479,Electronics,1427,2,15,Debit Card,Cancelled,Chennai,2024-10-21,2854,428.1,2425.9,10,2024
100661,3388,Sports,3952,2,10,Cash,Returned,Delhi,2024-10-22,7904,790.4,7113.6,10,2024
100662,1550,Beauty,3935,4,15,Cash,Cancelled,Delhi,2024-10-23,15740,2361.0,13379.0,10,2024
100663,2635,Clothing,895,1,5,Credit Card,Delivered,Bangalore,2024-10-24,895,44.75,850.25,10,2024
100664,2312,Clothing,1509,9,20,Debit Card,Returned,Delhi,2024-10-25,13581,2716.2,10864.8,10,2024
100665,4325,Clothing,4352,7,20,Cash,Returned,Mumbai,2024-10-26,30464,6092.8,24371.2,10,2024
100666,2757,Clothing,3434,7,20,UPI,Delivered,Delhi,2024-10-27,24038,4807.6,19230.4,10,2024
100667,1356,Clothing,4314,3,20,Debit Card,Returned,Delhi,2024-10-28,12942,2588.4,10353.6,10,2024
100668,3070,Clothing,2511,3,20,UPI,Delivered,Pune,2024-10-29,7533,1506.6,6026.4,10,2024
100669,2785,Clothing,3041,1,20,Credit Card,Returned,Mumbai,2024-10-30,3041,608.2,2432.8,10,2024
100670,3569,Beauty,4408,3,0,Debit Card,Returned,Delhi,2024-10-31,13224,0.0,13224.0,10,2024
100671,2781,Electronics,3759,3,10,Credit Card,Delivered,Delhi,2024-11-01,11277,1127.7,10149.3,11,2024
100672,4908,Home,3598,4,20,Credit Card,Delivered,Chennai,2024-11-02,14392,2878.4,11513.6,11,2024
100673,4171,Sports,741,4,10,Credit Card,Returned,Delhi,2024-11-03,2964,296.4,2667.6,11,2024
100674,3849,Home,2894,3,20,Credit Card,Returned,Delhi,2024-11-04,8682,1736.4,6945.6,11,2024
100675,4251,Home,4874,8,15,Credit Card,Delivered,Pune,2024-11-05,38992,5848.8,33143.2,11,2024
100676,4294,Electronics,1288,8,20,Debit Card,Delivered,Mumbai,2024-11-06,10304,2060.8,8243.2,11,2024
100677,4977,Electronics,3563,1,5,UPI,Returned,Bangalore,2024-11-07,3563,178.15,3384.85,11,2024
100678,3809,Electronics,224,7,0,Debit Card,Returned,Mumbai,2024-11-08,1568,0.0,1568.0,11,2024
100679,4730,Clothing,1772,2,15,Debit Card,Returned,Chennai,2024-11-09,3544,531.6,3012.4,11,2024
100680,3489,Beauty,3158,1,15,Debit Card,Delivered,Mumbai,2024-11-10,3158,473.7,2684.3,11,2024
100681,2631,Clothing,4436,3,5,Cash,Returned,Delhi,2024-11-11,13308,665.4,12642.6,11,2024
100682,3816,Beauty,1967,4,20,Cash,Cancelled,Chennai,2024-11-12,7868,1573.6,6294.4,11,2024
100683,2015,Beauty,4943,6,0,Debit Card,Delivered,Mumbai,2024-11-13,29658,0.0,29658.0,11,2024
100684,2348,Home,2435,5,15,UPI,Returned,Chennai,2024-11-14,12175,1826.25,10348.75,11,2024
100685,1515,Home,400,4,0,Debit Card,Delivered,Bangalore,2024-11-15,1600,0.0,1600.0,11,2024
100686,4087,Beauty,3398,8,15,Credit Card,Cancelled,Mumbai,2024-11-16,27184,4077.6,23106.4,11,2024
100687,3839,Beauty,456,4,20,Cash,Delivered,Delhi,2024-11-17,1824,364.8,1459.2,11,2024
100688,1335,Clothing,3947,2,15,Cash,Returned,Chennai,2024-11-18,7894,1184.1,6709.9,11,2024
100689,2782,Clothing,4842,3,15,Debit Card,Cancelled,Pune,2024-11-19,14526,2178.9,12347.1,11,2024
100690,3305,Home,2441,6,10,Debit Card,Cancelled,Chennai,2024-11-20,14646,1464.6,13181.4,11,2024
100691,1496,Electronics,3375,8,20,UPI,Returned,Pune,2024-11-21,27000,5400.0,21600.0,11,2024
100692,1895,Beauty,3806,8,5,UPI,Returned,Delhi,2024-11-22,30448,1522.4,28925.6,11,2024
100693,3207,Clothing,3536,9,5,Credit Card,Returned,Bangalore,2024-11-23,31824,1591.2,30232.8,11,2024
100694,4546,Home,613,7,20,Debit Card,Delivered,Pune,2024-11-24,4291,858.2,3432.8,11,2024
100695,1851,Clothing,2214,2,5,Debit Card,Delivered,Bangalore,2024-11-25,4428,221.4,4206.6,11,2024
100696,2687,Beauty,1581,8,20,Debit Card,Delivered,Chennai,2024-11-26,12648,2529.6,10118.4,11,2024
100697,2931,Beauty,1298,7,5,Cash,Returned,Delhi,2024-11-27,9086,454.3,8631.7,11,2024
100698,3737,Sports,3626,8,10,Credit Card,Returned,Pune,2024-11-28,29008,2900.8,26107.2,11,2024
100699,4746,Electronics,3855,3,5,UPI,Delivered,Chennai,2024-11-29,11565,578.25,10986.75,11,2024
100700,3427,Sports,1109,7,15,Cash,Cancelled,Mumbai,2024-11-30,7763,1164.45,6598.55,11,2024
100701,2568,Home,387,9,20,Cash,Delivered,Chennai,2024-12-01,3483,696.6,2786.4,12,2024
100702,1956,Clothing,4244,3,0,Cash,Cancelled,Bangalore,2024-12-02,12732,0.0,12732.0,12,2024
100703,3738,Home,3956,6,0,Cash,Returned,Delhi,2024-12-03,23736,0.0,23736.0,12,2024
100704,4498,Beauty,2215,2,20,Credit Card,Returned,Delhi,2024-12-04,4430,886.0,3544.0,12,2024
100705,2636,Sports,2292,2,10,Debit Card,Delivered,Chennai,2024-12-05,4584,458.4,4125.6,12,2024
100706,2291,Sports,3844,5,5,UPI,Delivered,Mumbai,2024-12-06,19220,961.0,18259.0,12,2024
100707,4906,Sports,2330,5,10,UPI,Returned,Bangalore,2024-12-07,11650,1165.0,10485.0,12,2024
100708,4648,Home,557,7,0,Cash,Delivered,Chennai,2024-12-08,3899,0.0,3899.0,12,2024
100709,2440,Beauty,2622,2,20,Cash,Returned,Chennai,2024-12-09,5244,1048.8,4195.2,12,2024
100710,2191,Clothing,4457,7,20,Credit Card,Returned,Delhi,2024-12-10,31199,6239.8,24959.2,12,2024
100711,4913,Clothing,4745,5,10,Cash,Cancelled,Bangalore,2024-12-11,23725,2372.5,21352.5,12,2024
100712,2066,Home,1697,6,10,UPI,Delivered,Mumbai,2024-12-12,10182,1018.2,9163.8,12,2024
100713,4627,Sports,2358,8,5,UPI,Returned,Delhi,2024-12-13,18864,943.2,17920.8,12,2024
100714,1284,Electronics,2755,4,15,Debit Card,Delivered,Chennai,2024-12-14,11020,1653.0,9367.0,12,2024
100715,3444,Home,2542,7,15,Debit Card,Cancelled,Delhi,2024-12-15,17794,2669.1,15124.9,12,2024
100716,1011,Home,3151,6,5,UPI,Cancelled,Delhi,2024-12-16,18906,945.3,17960.7,12,2024
100717,2630,Beauty,1438,2,15,UPI,Delivered,Pune,2024-12-17,2876,431.4,2444.6,12,2024
100718,4373,Clothing,1173,8,0,Credit Card,Delivered,Delhi,2024-12-18,9384,0.0,9384.0,12,2024
100719,4969,Home,4927,9,15,Credit Card,Returned,Delhi,2024-12-19,44343,6651.45,37691.55,12,2024
100720,4324,Home,4165,5,5,UPI,Cancelled,Bangalore,2024-12-20,20825,1041.25,19783.75,12,2024
100721,3546,Sports,1250,4,15,Cash,Cancelled,Delhi,2024-12-21,5000,750.0,4250.0,12,2024
100722,1753,Sports,3901,6,20,Debit Card,Cancelled,Mumbai,2024-12-22,23406,4681.2,18724.8,12,2024
100723,3082,Electronics,2980,8,10,UPI,Delivered,Chennai,2024-12-23,23840,2384.0,21456.0,12,2024
100724,3774,Beauty,1788,3,0,Cash,Returned,Bangalore,2024-12-24,5364,0.0,5364.0,12,2024
100725,3896,Electronics,4078,1,20,UPI,Delivered,Delhi,2024-12-25,4078,815.6,3262.4,12,2024
100726,1089,Sports,2568,4,20,Debit Card,Delivered,Mumbai,2024-12-26,10272,2054.4,8217.6,12,2024
100727,1775,Clothing,636,4,5,Debit Card,Delivered,Chennai,2024-12-27,2544,127.2,2416.8,12,2024
100728,3652,Sports,3028,1,10,Credit Card,Returned,Bangalore,2024-12-28,3028,302.8,2725.2,12,2024
100729,4993,Beauty,1756,9,10,Credit Card,Delivered,Mumbai,2024-12-29,15804,1580.4,14223.6,12,2024
100730,4017,Sports,4058,3,0,Credit Card,Cancelled,Delhi,2024-12-30,12174,0.0,12174.0,12,2024
